sample_id,true_max_mpa,pred_max_mpa,max_stress_error_mpa,max_stress_relative_error_%,field_mae_mpa,field_max_error_mpa,r2,error_bin,Nf_true_pinn,Nf_pred_pinn,Nf_true_bisec,Nf_pred_bisec,Nf_error_pinn,Nf_relative_error_pinn_%,Nf_error_bisec,Nf_relative_error_bisec_%,log_Nf_true,log_Nf_pred,log_Nf_error
2021,300.64465763914785,300.55624,0.0884137426634765,0.029408053799378,0.7139676096244453,11.618505389387366,0.9991676442197291,0-1,1740547.8,1745880.1,1736396.9159411006,1741690.4593225133,5332.375,0.30636188,5293.543381412746,0.3048579119678825,6.239649005805829,6.2420144,0.002365402305743558
2022,294.57173760685026,294.5771,0.0053497954934869,0.0018161265357462,0.6579221603721207,11.275380951881417,0.9992690564123636,0-1,2152227.2,2151820.8,2145228.9952427465,2144831.091310721,406.5,0.018887412,397.9039320256561,0.01854831968559285,6.331473658321249,6.332806,0.001332452060831102
2023,298.452448004452,298.44025,0.0122014224207305,0.0040882299683963,0.8068367898980504,11.912730884297147,0.9989213399115228,0-1,1878218.1,1879018.4,1873183.4980022775,1873979.3058663288,800.25,0.04260687,795.8078640513122,0.04248424486442623,6.27258032316614,6.273931,0.0013507032926005635
2024,285.6985494320424,285.73184,0.0332926089732268,0.0116530549557956,0.9952265307951056,11.010470181739691,0.9983040466703988,0-1,2958731.8,2955150.8,2944674.83810115,2941122.1244223495,3581.0,0.12103158,3552.713678800501,0.12064876002035728,6.469037345365937,6.4705796,0.0015422788100885043
2025,318.235735662958,318.32898,0.0932438292294932,0.0293002384019648,1.2334345151105977,17.023510530286927,0.9977706346852436,0-1,964548.3,961627.7,963784.7194986778,960871.4942820614,2920.625,0.30279717,2913.2252166164108,0.3022692887403064,5.983980036418383,5.9830074,0.0009726053881093932
2026,287.5601150464198,287.647,0.086888127408315,0.03021563939571,0.842583632728039,11.899342114949349,0.9987854887139976,0-1,2765416.5,2756734.2,2753197.781668518,2744600.214565821,8682.25,0.31395814,8597.567102697212,0.3122756802995401,6.439837410958148,6.440395,0.0005574674293029602
2027,287.7803648395017,287.72363,0.0567320270017148,0.0197136545550475,0.8287303804212933,21.23328949097601,0.9988209145244776,0-1,2743472.5,2749102.2,2731469.3848089743,2737040.0398573335,5629.75,0.20520526,5570.6550483591855,0.20394352868607274,6.436396337165067,6.439191,0.00279452739792152
2028,306.4926788981702,306.5655,0.0728118244860525,0.0237564645093019,0.78280681840681,13.665415121000764,0.9990193082892664,0-1,1424652.5,1421140.5,1422223.3398974151,1418727.4696374754,3512.0,0.24651627,3495.870259939693,0.24580318448379915,6.152967801505403,6.1526375,0.00033031981594966453
2029,307.8800199076808,307.96307,0.0830538227879742,0.0269760352792228,0.7409253850896564,9.784651686995204,0.9991349672250192,0-1,1359357.4,1355555.4,1357229.9958574388,1353442.8030758374,3802.0,0.27969098,3787.192781601334,0.2790383938728639,6.1326534493310305,6.1321177,0.0005357010705324683
2030,303.2895006524836,303.22507,0.0644335138117071,0.0212448876974269,1.0019196568279105,20.030472205394773,0.99827200584464,0-1,1589023.8,1592541.5,1585754.7505326022,1589250.620792542,3517.75,0.22137806,3495.870259939693,0.22045466102280611,6.200236021111283,6.2020907,0.0018547190925746193
2031,296.0527144453545,296.12775,0.0750321366767252,0.0253441812946372,1.8006406868165272,25.060827131846537,0.995512323503774,0-1,2042796.0,2037417.9,2036615.432654458,2031272.1512815421,5378.125,0.26327273,5343.281372915953,0.26236084079711086,6.3089090303533375,6.30908,0.00017109354802968824
2032,284.10602990817046,284.169,0.0629764394857943,0.0221665268794716,1.173570483427231,16.69945401108265,0.9975938683096526,0-1,3135865.8,3128650.5,3120036.7852867427,3112888.725364996,7215.25,0.23008797,7148.059921746608,0.22910178352559632,6.494159714387953,6.495357,0.0011973222026231412
2033,301.48841704678006,301.43793,0.0504898006863072,0.0167468459255842,0.8924135351481699,9.407598575517426,0.9987262087518548,0-1,1690549.2,1693493.8,1686694.4515746816,1689621.8876460132,2944.5,0.17417416,2927.4360713316128,0.17356054432968504,6.227036416309569,6.2287836,0.0017471911733411005
2034,299.465010172994,299.39734,0.0676713058065274,0.0225973998656588,1.944932958122355,15.880212757221216,0.994460900884778,0-1,1813198.1,1817463.5,1808588.0578943267,1812829.9980268145,4265.375,0.23524041,4241.940132487798,0.2345442962521015,6.257339658868485,6.2594657,0.002126035559005146
2035,301.8494748171963,301.74997,0.0995053347744487,0.0329652171284082,0.729059458749745,12.04457152899468,0.9991202994031008,0-1,1669636.5,1675371.4,1665911.0765536986,1671609.6292944946,5734.875,0.34348044,5698.5527407960035,0.3420682424769458,6.221651815802624,6.224111,0.0024592643670535708
2036,298.3402273453332,298.2906,0.0496389664269258,0.0166383752096119,0.7623317527619803,19.82077906058868,0.9990233985356768,0-1,1885582.1,1888849.9,1880502.0881806065,1883742.1630556725,3267.75,0.17330192,3240.074875066057,0.1722983928298023,6.274273820015696,6.2761974,0.001923613455983464
2037,314.7168259804758,314.79623,0.0794081503835855,0.0252316189756285,0.9779483656953928,24.006257553755788,0.9985532914858362,0-1,1082311.6,1079485.9,1081226.7755787857,1078409.473631497,2825.75,0.26108468,2817.301947288681,0.26056531441154573,6.033916792060105,6.0332174,0.0006993619453590227
2038,291.34521722307795,291.43292,0.0877051402032975,0.0301035112363431,0.7225301289922195,19.46776998470997,0.9991239484260864,0-1,2413588.5,2406039.8,2404506.0395216066,2397016.919086695,7548.75,0.31276044,7489.120434911456,0.31146190992314865,6.381025872251004,6.381303,0.0002769613061248677
2039,307.1276654404745,307.07336,0.0543011826620158,0.017680329313264,0.8382639579749687,11.777163369472843,0.9988961255699648,0-1,1394349.1,1396912.8,1392060.8007643989,1394611.6491857776,2563.625,0.18385819,2550.8484213787597,0.18324260118365918,6.14365820428303,6.1451697,0.0015115306718040955
2040,306.8159574677105,306.67822,0.1377348114605183,0.0448916714102178,2.049758949907956,25.84187834185757,0.9942781018582468,0-1,1409136.2,1415724.0,1406783.2462493482,1413341.5557004139,6587.75,0.4675027,6558.309451065725,0.4661918933532198,6.148227187548811,6.150979,0.0027518545044120657
2041,296.0333407287357,295.93732,0.096023834204459,0.0324368309218415,0.6866670917054059,11.87743824924371,0.9992142191014108,0-1,2044184.9,2051098.1,2037993.8855618327,2044857.7283892753,6913.25,0.33819103,6863.842827442568,0.3367940834400663,6.309202876691635,6.3119864,0.002783569688980414
2042,289.0742437121419,289.14853,0.0742853405924961,0.0256976684046846,0.7949288171092751,10.892409669315724,0.998959812415706,0-1,2618353.8,2611360.0,2607486.7828461947,2600558.9911725335,6993.75,0.26710486,6927.79167366121,0.26568846750199815,6.41622211569818,6.416867,0.0006446636292123387
2043,297.11368240879364,297.00446,0.1092268423873861,0.0367626430064916,0.9261363154008952,9.91922548053074,0.9986214882065388,0-1,1968157.1,1975702.4,1962505.8253146796,1970002.0511769487,7545.25,0.38336626,7496.225862269057,0.38197215853191513,6.292810954537425,6.2957215,0.002910576376881302
2044,289.9382211811598,289.80823,0.129993642097304,0.0448349450333701,1.0030521306489009,20.003151397194188,0.9983400599029704,0-1,2538291.5,2550163.5,2528140.475543864,2539907.0632480513,11872.0,0.46771616,11766.587704187259,0.4654246003342034,6.402801201753769,6.406568,0.003766848630752051
2045,290.8571944750748,290.93707,0.0798782788314724,0.0274630575927932,0.7740021182469544,20.840509269055246,0.998999375357116,0-1,2456066.8,2449057.5,2446612.80204275,2439670.7995143738,7009.25,0.28538516,6942.002528376412,0.2837393200338168,6.3885652438749725,6.388999,0.0004337414155548558
2046,297.2798233571533,297.3645,0.0846785959716953,0.0284844746661337,0.6755571772655672,9.457297589561987,0.9992395010253668,0-1,1956743.8,1950955.9,1951172.668679306,1945424.3779470068,5787.875,0.29579118,5748.2907322992105,0.2946069727488581,6.290295703908332,6.2902474,4.826357019727112e-05
2047,298.89355081475406,299.024,0.1304360016521855,0.0436396172806773,0.7382674004538452,12.473849480553127,0.9990979993988072,0-1,1849584.2,1841208.1,1844740.4722898006,1836412.9114266923,8376.125,0.4528653,8327.560863108374,0.45142181180487223,6.265935275979911,6.265103,0.0008324126681431565
2048,294.7922355563669,294.87396,0.0817268459768456,0.0277235408940133,0.9250325191159622,22.762171146197232,0.998571055502958,0-1,2135536.0,2129380.5,2128666.2440721784,2122562.6819719994,6155.5,0.28824145,6103.562100179028,0.2867317559610848,6.328107573265251,6.3282533,0.000145695930305223
2049,302.1333335187404,302.2489,0.1155678484470854,0.0382506117749887,0.7811788307263453,19.81296705468296,0.9989931721736376,0-1,1653398.6,1646836.5,1649760.4401698716,1643237.6578555938,6562.125,0.39688703,6522.78231427772,0.3953775442455201,6.2174208853862245,6.2166505,0.0007703993937928644
2050,301.4224476562807,301.55814,0.135688330047401,0.045016000335227,0.6768523909121005,10.219240157879112,0.9992409622080688,0-1,1694399.5,1686489.1,1690524.2769204285,1682658.5688355642,7910.375,0.46685418,7865.708084864309,0.4652821726519661,6.228021411870126,6.2269835,0.0010378646594322305
2051,290.8045566564999,290.717,0.0875461584530512,0.0301048097249938,0.8343453824407664,19.73316717549048,0.9988111920226456,0-1,2460693.2,2468416.0,2451210.013543118,2458862.5588072543,7722.75,0.31384447,7652.545264136512,0.31219459866170707,6.389380522111141,6.3924184,0.0030378624408609056
2052,297.32111493929216,297.4834,0.1622834982078416,0.0545818948112639,0.6947002973137245,12.064040743625467,0.9992003054168956,0-1,1953918.5,1942856.4,1948366.0248730537,1937381.0341782025,11062.125,0.5661508,10984.990694851149,0.5638052888736282,6.289670547845533,6.2884407,0.0012298434998294638
2053,313.85406718456824,313.74808,0.1059897919901118,0.0337704057624279,1.0499650557638225,9.80024810221397,0.9984402697440596,0-1,1113559.2,1117465.1,1112376.9691145085,1116270.7433064738,3905.875,0.35075593,3893.774191965349,0.35004088542618167,6.046251988561391,6.0482345,0.0019824741766463205
2054,303.50968746382733,303.6519,0.1421985225007915,0.0468513949880887,0.6964660923605844,9.185284648819676,0.9992382589633516,0-1,1577081.2,1569420.4,1573874.4759906933,1566257.457863345,7660.875,0.48576286,7617.018127348274,0.48396604961483064,6.196970092344252,6.1957397,0.0012303462505016682
2055,299.18390875333034,299.3257,0.1418053579977822,0.0473973879774053,0.6842816728475482,22.477510081096128,0.9991716399335172,0-1,1830997.2,1821995.0,1826273.4665873956,1817327.733544176,9002.25,0.49165833,8945.733043219661,0.48983535088728003,6.261565809418157,6.260547,0.0010186483158625137
2056,306.99333086647886,306.86118,0.1321553293694819,0.0430482737186758,0.69941024240745,9.655366031957968,0.9992199189789324,0-1,1400698.5,1406979.5,1398384.6311126638,1404637.4071873527,6281.0,0.4484191,6252.776074688882,0.44714279144456026,6.145626642221362,6.1482882,0.002661607748120076
2057,303.09366163341934,303.01584,0.0778230103724695,0.0256762249507525,1.0595297994514086,29.725336985655048,0.9982244489836604,0-1,1599732.0,1604009.2,1596398.6807142885,1600654.8317014915,4277.25,0.2673729,4256.150987203,0.26660952797196247,6.203141360205232,6.205207,0.0020655108274825196
2058,310.2526315163569,310.4183,0.165672927002447,0.0533993623817861,0.8040040707457917,26.34982940989235,0.9989488193553436,0-1,1255206.9,1248271.9,1253519.1781458945,1246609.1500406275,6935.0,0.5524986,6910.028105267091,0.5512502900424588,6.0981309828089705,6.0963097,0.0018213209437361044
2059,306.96497397550166,306.8148,0.1501851571422889,0.0489258286368121,0.8476527744005057,12.279834408139436,0.9988825831872044,0-1,1402043.4,1409190.4,1399720.4514558928,1406832.9842408514,7147.0,0.50975597,7112.532784958603,0.5081395201135082,6.14604130816909,6.14897,0.002928818936623223
2060,300.7794721636104,300.6227,0.1567609819697395,0.0521182449194766,0.9163384276425726,10.248668123298016,0.9986395934471068,0-1,1732448.5,1741870.6,1728346.4667449386,1737704.3145748992,9422.125,0.54386175,9357.84782996052,0.5414335615002306,6.23763080614803,6.241016,0.003385104954264584
2061,307.0185214252243,306.8468,0.1717196674118213,0.0559313707246956,5.877019969902435,39.54913113711913,0.9595833849004768,0-1,1399505.6,1407664.1,1397198.0247439444,1405319.5282136824,8158.5,0.5829559,8121.503469737945,0.5812707523134611,6.1452579629923685,6.1484995,0.003241525838197923
2062,300.43542679654985,300.60074,0.165311728840777,0.0550240464659727,0.7111584775486762,10.1751831009025,0.9991494940679578,0-1,1753194.9,1743194.6,1748966.4169366967,1739025.924063413,10000.25,0.5704015,9940.492873283802,0.5683638506160975,6.242781470382562,6.241346,0.0014355879667906635
2063,303.8470660170295,303.93912,0.0920514146111486,0.0302953113280973,0.7382225205507269,20.616224952779987,0.99912373817062,0-1,1558973.4,1554071.9,1555862.2176391748,1550987.8944718605,4901.5,0.31440562,4874.323167314287,0.31328758498361503,6.191971134576247,6.1914716,0.0004995578855728766
2064,313.1549428294307,313.38495,0.230005901038055,0.0734479548557963,2.5856084860723163,29.63170552545012,0.9901500915970264,0-1,1139610.6,1130967.4,1138343.7533928612,1129728.4227217701,8643.25,0.7584389,8615.330671091098,0.7568303199637979,6.056273428718365,6.0534506,0.0028228443067437325
2065,295.68210783578144,295.51257,0.1695345935939372,0.0573367779453516,0.7768816076025483,22.004064235022,0.9989390552217934,0-1,2069595.9,2081982.9,2063218.1526813162,2075517.6474373236,12387.0,0.59852266,12299.494756007334,0.596131569510629,6.314545150172265,6.318477,0.003932003605811474
2066,307.8999418081294,308.0961,0.1961580453861984,0.0637083736470583,0.856773317965754,11.88206633634232,0.9988812023888348,0-1,1358444.4,1349489.1,1356320.5011556658,1347403.1898218766,8955.25,0.6592283,8917.311333789257,0.6574634333250273,6.132362326283551,6.13017,0.002192457814312654
2067,298.002108007647,297.7821,0.2200035154594957,0.0738261608048256,0.6921505763326757,11.194722688122113,0.9991845516303364,0-1,1907961.2,1922677.6,1902727.8649551824,1917343.7290297677,14716.375,0.77131414,14615.86407458526,0.7681531523126944,6.279376678355521,6.2839065,0.004529781452828452
2068,317.40842732640897,317.63898,0.2305497243722811,0.0726350356587079,1.0990723620505691,18.01983607895619,0.9982259792918844,0-1,990901.1,983476.5,990071.2480081227,982667.3927015024,7424.625,0.7492801,7403.855306620244,0.7478103542058926,5.995666448641382,5.9927645,0.0029019756799559815
2069,296.6674973907438,296.45322,0.2142808380094152,0.0722292937022297,0.7452944218199956,23.99045159058321,0.9990355171544332,0-1,1999177.5,2014261.1,1993307.85290988,2008286.093779703,15083.625,0.7544915,14978.240869822912,0.751426371393526,6.299574377724586,6.304116,0.004541394522728837
2070,295.588382131025,295.40848,0.1799043478218891,0.0608631322127346,0.7526147541042367,10.434478281401285,0.9990577984495462,0-1,2076433.1,2089631.9,2070010.9412351828,2083106.2438552415,13198.75,0.63564533,13095.302620058646,0.6326199711893616,6.315972640966825,6.32007,0.00409714891964974
2071,311.5402296845052,311.80057,0.2603379424479044,0.083564791202583,0.7846828585615446,12.984258556766576,0.9990698647772828,0-1,1202397.5,1192021.1,1200910.5939902167,1190572.1971849073,10376.375,0.86297375,10338.396805309458,0.8608798071268976,6.079510676027365,6.0762844,0.0032262674580287865
2072,300.2312603922812,300.50104,0.2697772053750782,0.0898564676518322,0.6630352546267844,11.32417109683476,0.999295874240247,0-1,1765635.5,1749218.6,1761322.7551115649,1745008.693898513,16416.875,0.9297998,16314.0612130519,0.926239166882196,6.245838945927707,6.242844,0.002994841160861128
2073,311.97072502078214,312.1572,0.1864710241397347,0.0597719622978447,0.9436511212630648,9.476971297983567,0.9986836604164292,0-1,1185292.0,1177967.0,1183864.673759332,1176567.3998630757,7325.0,0.6179912,7297.273896256229,0.6163942600875083,6.07330206150979,6.0711336,0.0021684479233643472
2074,312.2686479955892,312.43665,0.1679975122232804,0.0537990327564531,0.8111565094378572,12.873041169765004,0.9990237547810518,0-1,1173611.4,1167081.0,1172225.9837475815,1165720.9650016977,6530.375,0.55643415,6505.018745883834,0.5549287284255061,6.069011343792849,6.0671015,0.0019098652161888552
2075,304.5554476081014,304.7466,0.1911649407267077,0.062768517926068,0.7485294415777597,17.16843172068647,0.9990682765028296,0-1,1521688.8,1511798.5,1518778.9922598551,1508937.9753695778,9890.25,0.64995223,9841.016890277388,0.6479558211188137,6.181494581351141,6.1794944,0.0020002004002135365
2076,298.3999510133372,298.61453,0.2145814573659663,0.071910687866157,0.7874594917582516,11.44125572449704,0.9990202441747578,0-1,1881658.9,1867642.0,1876601.2085612835,1862674.5709403856,14016.875,0.74492115,13926.637620897964,0.742120252153891,6.273371991682433,6.2712936,0.002078351545714341
2077,294.0346791112823,294.2195,0.1848338281708379,0.0628612341678528,0.7042932725536404,19.798903276800388,0.9991613677052804,0-1,2193486.8,2179191.8,2186177.5731046014,2171988.034671472,14295.0,0.65170217,14189.538433129434,0.6490569937088323,6.339685434780824,6.3382955,0.0013899750335095717
2078,300.88566353023134,300.67117,0.2144904345282157,0.0712863590812677,1.2329830683086755,18.087958531963807,0.9976264183344928,0-1,1726103.1,1738948.9,1722036.847251389,1734805.300212998,12845.75,0.74420524,12768.452961609,0.7414738530124505,6.236042440025153,6.240287,0.0042443870622497215
2079,295.34352711622427,295.07193,0.2715971845836407,0.0919597552164267,0.7130855615023729,20.90442228494257,0.9991389043073604,0-1,2094414.1,2114562.8,2087859.7747574765,2107854.4473417653,20148.625,0.9620172,19994.672584288754,0.9576635761667143,6.319701327139581,6.3252206,0.0055192577298033285
2080,311.0382202517223,310.82394,0.2142761599254186,0.0688906205005949,0.9421820649589824,20.311269435623306,0.9986562961186896,0-1,1222689.0,1231465.1,1221125.5348225916,1229868.7631861195,8776.125,0.7177724,8743.228363527916,0.7159975051048422,6.086760312821452,6.0904226,0.003662317488606348
2081,288.3412111408568,288.10855,0.2326601154661602,0.0806891649464925,0.8561970060866422,12.66656312543057,0.998793844936416,0-1,2688450.2,2711129.5,2676956.5461214595,2699423.907426194,22679.25,0.84358084,22467.361304734368,0.8392874862793896,6.427641321529542,6.4331503,0.005508969913329054
2082,303.27148450798256,303.03503,0.2364503282950636,0.0779665548439783,0.6844579093532335,12.392100455990402,0.9992501985780252,0-1,1590006.4,1602954.8,1586728.1940805935,1599603.2284525665,12948.375,0.8143599,12875.034371973015,0.8114202810540758,6.200502538651005,6.2049212,0.004418706923946303
2083,308.9375842594874,308.7226,0.2149890446436302,0.0695897992337033,0.8103844013203706,10.8738581620064,0.998960799908394,0-1,1311799.5,1321318.2,1309879.4279463857,1319358.0680414254,9518.75,0.72562534,9478.640095039736,0.7236269150283734,6.117231321466849,6.121008,0.003776597844674434
2084,293.70739062571954,293.46875,0.2386406257195403,0.0812511476851624,1.461782295365513,23.328456669313056,0.9968759824913463,0-1,2219054.8,2237904.8,2211551.0541985943,2230252.5390038,18850.0,0.84946084,18701.484805205837,0.845627541344857,6.344696969615998,6.3498416,0.005144625080046872
2085,297.1321802416639,296.89633,0.2358484545545138,0.0793749281423147,1.5065078183020413,12.903940122892976,0.9964111973243024,0-1,1966884.8,1983200.5,1961241.0592450267,1977448.5390477146,16315.75,0.82952243,16207.479802687885,0.8263889707126009,6.292530976771207,6.2973666,0.0048356423389002146
2086,297.4917846698991,297.24463,0.2471557636491184,0.0830798618265595,1.688242455937071,23.603236556573837,0.9964344450849772,0-1,1942287.0,1959155.8,1936819.705416952,1953567.1976988176,16868.75,0.8684994,16747.49228186556,0.8646903082938336,6.287089195016034,6.292069,0.004979763266436343
2087,294.6755671843589,294.91254,0.2369694367347961,0.0804170630768787,0.944586112706259,11.165078658485498,0.9984814306622682,0-1,2144349.0,2126488.0,2137413.0251493854,2119692.0893195285,17861.0,0.8329335,17720.9358298569,0.8290833648596471,6.3298884516031615,6.327663,0.0022255068094603203
2088,301.6691810277295,301.98218,0.3129967066454924,0.1037549495706429,1.9141968245477052,22.855020296796116,0.995262384655744,0-1,1680042.8,1662025.9,1676256.5787863657,1658336.690990496,18016.875,1.0724057,17919.887795869727,1.069042056129855,6.224340495333934,6.220638,0.0037026970246074598
2089,299.8424109730817,299.6346,0.2077979359723372,0.0693023829744326,0.7418842726860475,11.565648555842516,0.9991469020775884,0-1,1789598.6,1802548.9,1785140.1476142434,1798008.0765588589,12950.25,0.7236399,12867.928944615414,0.7208357820988341,6.251672317336868,6.255887,0.004214714218307769
2090,296.9179739328786,296.63165,0.286321100847374,0.0964310435824608,4.275124835202671,23.71715037138567,0.9768617458998918,0-1,1981696.5,2001690.1,1975956.3993026183,1995801.857912398,19993.625,1.0089146,19845.4586097796,1.0043469894772845,6.295777357381573,6.301397,0.005619489389666832
2091,298.56411522618146,298.83707,0.2729514242091682,0.0914213766119849,1.2200095184816222,11.118739328518616,0.9975358295373544,0-1,1870927.9,1853224.9,1865943.067524882,1848357.1348148196,17703.0,0.946215,17585.93271006248,0.9424688789347521,6.2708983886939835,6.267928,0.0029702652198624335
2092,292.4224621950852,292.1336,0.2888562380539383,0.0987804547864152,0.7765204754755406,10.97122964066449,0.9989573422931038,0-1,2322648.5,2346659.2,2314309.74464422,2338127.137146898,24010.75,1.033766,23817.392502678093,1.029135903601337,6.364421483996609,6.37045,0.006028535839816662
2093,292.8235697492772,292.5804,0.243155930917851,0.0830383739690241,0.8153400953279549,27.121241893406392,0.9988634135571652,0-1,2289752.0,2309635.8,2281681.622218116,2301406.2885628166,19883.75,0.86838007,19724.66634470038,0.8644793450860697,6.358255044394108,6.3635435,0.005288466042904005
2094,305.28348181632947,305.60498,0.3214986524205301,0.1053115126005921,0.8508611028133413,20.147552498891173,0.9988023315355212,0-1,1484394.4,1468243.6,1481674.4505984627,1465601.9739155693,16150.75,1.0880363,16072.476682893466,1.0847508827868118,6.170752792145454,6.1667986,0.003954200531684826
