sample_id,true_max_mpa,pred_max_mpa,max_stress_error_mpa,max_stress_relative_error_%,field_mae_mpa,field_max_error_mpa,r2,error_bin,Nf_true_pinn,Nf_pred_pinn,Nf_true_bisec,Nf_pred_bisec,Nf_error_pinn,Nf_relative_error_pinn_%,Nf_error_bisec,Nf_relative_error_bisec_%,log_Nf_true,log_Nf_pred,log_Nf_error
2271,303.25763841095176,304.0296,0.7719636398294938,0.2545570307394491,0.6680749663177898,8.647589502358045,0.9992716389365252,0-1,1590762.5,1549269.2,1587481.3693804992,1546213.0472875526,41493.25,2.6083875,41268.32209294662,2.5996098529994858,6.200708637130802,6.1901274,0.010581264389102785
2272,301.2559436890121,300.47977,0.7761768433089742,0.2576469807713487,0.8404427497520284,20.43228542563068,0.9988730402617187,0-1,1704164.8,1750505.9,1700230.2906909115,1746287.6708228812,46341.125,2.7192867,46057.380131969694,2.7088906946395865,6.2305077491445715,6.2431636,0.012655836518270291
2273,310.7838220072993,311.5619,0.7780676411381933,0.2503565456247973,0.845759623819461,10.786658221972772,0.9988806323533592,0-1,1233115.9,1201530.5,1231513.6696194042,1200043.7318525894,31585.375,2.561428,31469.937766814837,2.5553868010690075,6.090439236806327,6.0797353,0.010703957723075419
2274,301.3809001958633,302.23944,0.8585407221054311,0.2848689885614772,0.7359863476856783,9.29404054144574,0.9991199713014708,0-1,1696831.0,1647371.8,1692940.1222220128,1643770.564907414,49459.25,2.9148011,49169.55731459893,2.9043884464184737,6.228641597773175,6.2167916,0.011849967981914844
2275,293.4195085373499,294.21652,0.7970136794469909,0.2716294098575718,0.8195927586560039,22.67549724740705,0.9987861459748918,0-1,2241819.8,2179421.5,2234132.1023410503,2172215.408346915,62398.25,2.783375,61916.69399413513,2.771398071280356,6.349108849004108,6.338341,0.010767612889606148
2276,294.1123712464246,294.90686,0.7944891051379273,0.2701311412950589,0.7187713709286162,10.404417312622144,0.9991433670886972,0-1,2187467.0,2126910.8,2180201.9086968587,2120111.309533627,60556.25,2.7683275,60090.599163231906,2.7561942278616303,6.3384967155185405,6.3277493,0.01074746319920461
2277,297.30574341749883,296.4831,0.8226501557800816,0.2767017368463195,2.7315066445146914,13.320662145883349,0.9906721950388688,0-1,1954969.9,2012152.4,1949417.6281219786,2006189.9927092106,57182.5,2.924981,56772.364587232005,2.912273069056276,6.28990488896854,6.303661,0.013755980629849063
2278,295.01313516404605,295.83246,0.819323332047702,0.2777243567789299,0.6509572932559742,9.306909497447776,0.99929835240568,0-1,2118953.0,2058676.6,2112210.0743119745,2052382.3759609747,60276.375,2.8446302,59827.69835099974,2.832469131674218,6.324737109684402,6.313588,0.011148967289382306
2279,303.14163461069785,303.92966,0.7880223717240256,0.2599518778527482,0.7420237497600114,14.250262959770794,0.9991098107881792,0-1,1597104.8,1554575.4,1593783.8834466913,1551485.2743868926,42529.375,2.6629045,42298.609059798764,2.653973948357695,6.202429430868228,6.1916122,0.010817187215883983
2280,296.47792830623087,297.33923,0.861305092206635,0.2905123821956137,1.1278142212487687,27.441007566160565,0.9979901999615794,0-1,2012517.0,1952678.9,2006552.3695044483,1947143.8913675463,59838.125,2.9732978,59408.47813690198,2.9607240279292535,6.302450498976412,6.290631,0.011819681563081552
2281,294.4014580979208,293.56924,0.8322137131551699,0.2826798883850526,0.6510913362301879,8.717230815791567,0.9993003822857396,0-1,2165213.5,2229948.0,2158125.3458967926,2222351.303782148,64734.5,2.9897513,64225.95788535522,2.9760068388736993,6.334076665300738,6.3482947,0.014218069654096332
2282,309.44095892199,310.28192,0.8409624647287615,0.2717683100706677,3.0800517002655017,34.96677824811701,0.9868899216865143,0-1,1289809.6,1253978.1,1287980.5008302594,1252293.4919267083,35831.5,2.7780457,35687.00890355115,2.770772451954556,6.1099092881434185,6.0982904,0.011618844723008337
2283,304.863128254844,305.7179,0.8547672529685428,0.2803773804531776,0.8747390832736636,12.097785440711789,0.9987162414696616,0-1,1505803.2,1462618.6,1502972.9691028716,1460010.0025851373,43184.625,2.8678796,42962.96651773434,2.8585322158773785,6.176951169891613,6.1651316,0.01181960098292123
2284,303.98702564929505,303.14206,0.8449663231231739,0.2779613114468898,0.6459149820599663,12.48325653086863,0.999319587830206,0-1,1551526.5,1597080.1,1548458.3623325545,1593762.5671646185,45553.625,2.936052,45304.20483206399,2.9257619019099095,6.189899531777189,6.2033267,0.013427170340730932
2285,293.8484762713816,293.0361,0.8123739764596962,0.2764601629955142,2.800554060183106,17.65897201832979,0.9875525053040652,0-1,2207991.8,2272527.8,2200573.1689311005,2264600.1748504434,64536.0,2.922837,64027.00591934286,2.909560419226739,6.342535813405544,6.356509,0.013973395273655598
2286,311.63907947290807,312.4956,0.8565259958419347,0.2748455031026992,0.9192013319379516,23.77050933407349,0.9987035634215352,0-1,1198446.1,1164799.8,1196974.1872341058,1163447.2282472658,33646.375,2.8075001,33526.95898683998,2.8009759395323313,6.078084784940525,6.0662518,0.011833030179782433
2287,306.1545822593246,307.02374,0.8691604164566229,0.2838959358512592,0.7635651864139542,9.729650657389785,0.9991000650324784,0-1,1441086.2,1399258.2,1438580.0336746126,1396949.3347864284,41828.0,2.9025328,41630.69888818427,2.893874370120764,6.157934028351035,6.1458983,0.012035686218466957
2288,305.0670474407964,304.23425,0.8327945111088866,0.2729873705125444,0.692216401724192,9.924893870194836,0.9992444729843388,0-1,1495374.1,1538471.4,1492595.4924470955,1535469.64112286,43097.25,2.882038,42874.148675764445,2.8724559931152345,6.1739421257418945,6.18709,0.01314779430205082
2289,311.0595233406515,310.18234,0.8771808113546058,0.2819977353318247,1.0858669746141052,15.98753715965148,0.9983103464990806,0-1,1221819.4,1258162.4,1220258.6726849643,1256460.8250719414,36343.0,2.9744987,36202.152386977104,2.966760507206283,6.0864519029795225,6.099737,0.013285264378875894
2290,296.9270242275408,297.80353,0.8765036044904377,0.2951915901796653,0.7428251774765062,9.825085077141908,0.9991082120724724,0-1,1981067.8,1921236.2,1975331.1216951495,1915915.5381308899,59831.5,3.0201643,59415.58356425958,3.0078796871924705,6.295639906175907,6.283581,0.01205912614661031
2291,298.2430702592617,297.4031,0.8399635698085604,0.2816372461155201,0.6877947082954388,10.37608203206193,0.999198781974732,0-1,1891981.9,1948320.8,1886854.3402383018,1942809.5806794097,56338.875,2.9777703,55955.24044110789,2.965530473011551,6.275738375166313,6.2896605,0.013922078630073997
2292,297.8052326650296,298.70264,0.897404053720436,0.3013392497135311,0.6939210363323257,23.57649108090133,0.9991504414591272,0-1,1921122.4,1861919.4,1915801.8512931683,1856990.2290543048,59203.0,3.0816882,58811.62223886349,3.0698175909562666,6.282350588594254,6.269961,0.01238970831471331
2293,298.4885569400759,299.36258,0.8740224056272154,0.2928160511703243,1.7855760269660748,9.857990015941397,0.9962320805426534,0-1,1875856.2,1819659.9,1870838.7069742691,1815011.364225598,56196.375,2.995772,55827.34274867107,2.984081018879566,6.272036346724726,6.25999,0.012046131423212536
2294,288.0406342545419,288.9047,0.8640593489737398,0.2999782829981444,0.9688077886233868,25.96803342878164,0.9983528850339108,0-1,2717784.8,2634387.0,2706017.7440140476,2623381.623845148,83397.75,3.068593,82636.12016889965,3.0537907724994824,6.432330640045094,6.4206796,0.01165107080070893
2295,286.74468615154314,287.61118,0.8664893855662399,0.3021814971344594,0.8341626762765899,13.092323880162596,0.9987490893232704,0-1,2848336.5,2760311.2,2835350.732777101,2748138.7173899063,88025.25,3.090409,87212.0153871947,3.075881032247971,6.4526067887627025,6.440958,0.011648765691413487
2296,297.8977872818961,298.80093,0.9031465559945104,0.3031733012302896,0.775014816327775,19.917188665519177,0.9990126697848188,0-1,1914922.6,1855556.1,1909641.4457741282,1850673.5041333975,59366.5,3.1002035,58967.941640730714,3.087906463866381,6.2809518317819375,6.268474,0.012477729761673828
2297,298.10113933968694,298.97205,0.870906558750562,0.2921513687199168,0.9768924716688476,14.37661747320152,0.9983946116194024,0-1,1901376.0,1844540.6,1896183.766358832,1839724.0405753343,56835.375,2.9891708,56459.72578349756,2.9775450452207477,6.277880424166706,6.265888,0.011992210055377761
2298,314.0637064254817,313.21252,0.8511820114192119,0.2710220869220917,0.8665390063884467,13.282669381229198,0.9988619574368328,0-1,1105874.8,1137440.5,1104717.3184230146,1136180.1507624718,31565.75,2.8543694,31462.832339457236,2.848043731619096,6.0432511624058725,6.055929,0.012678021554088481
2299,301.67020258759726,302.51874,0.8485352053714905,0.2812790915685806,0.6783194506211635,8.521477553573078,0.9992616639637428,0-1,1679985.6,1631624.6,1676192.6299401473,1628117.3084386194,48361.0,2.8786554,48075.32150152791,2.8681262906665186,6.224323926772079,6.2126203,0.011703668440779857
2300,303.9147005064204,304.80127,0.8865690248296687,0.2917164004743296,0.7269869622362342,24.40678129952869,0.9990464759307008,0-1,1555369.2,1508980.9,1552281.0822509439,1506138.436990683,46388.375,2.982467,46142.645260260906,2.972570225061947,6.190970364742805,6.178684,0.012286130123664307
2301,292.5370829006257,293.43875,0.9016683200774196,0.3082235972058676,0.7914011970004924,8.854467883372166,0.9989324419165216,0-1,2313196.5,2240286.8,2304937.685959544,2232611.5408865237,72909.75,3.1519048,72326.14507302037,3.137878542816703,6.362659188723614,6.3503036,0.012355538821270606
2302,307.43765078614604,306.56006,0.8775921923960368,0.2854537139976036,0.7452678879923109,10.922150974855526,0.999115849084294,0-1,1379811.1,1421404.2,1377594.1506643232,1418990.3704497067,41593.125,3.0144072,41396.21978538344,3.004964834194509,6.139121290076768,6.152718,0.013596777092421242
2303,303.4512134842994,304.32318,0.8719676680443627,0.287350199734653,0.7657356620481182,10.823686696247703,0.9990563534173396,0-1,1580244.5,1533804.6,1577022.1803101106,1530829.7970583464,46439.875,2.9387777,46192.38325176411,2.9290890025833813,6.197837801584164,6.1857705,0.012067289956966931
2304,315.14646853026096,314.27957,0.866896997057836,0.2750774905080667,0.8094377966641791,9.340106302298736,0.9990210524056988,0-1,1067114.8,1098026.1,1066078.0044523804,1096894.242902296,30911.375,2.8967247,30816.238449915545,2.890617602203052,6.027788982986823,6.040613,0.01282419145165381
2305,305.11447400766,306.0013,0.8868382481993535,0.2906575478215724,0.6725339017740302,9.345388843628411,0.9992616369913794,0-1,1492962.5,1448604.1,1490193.8580002263,1446062.0486821665,44358.375,2.9711647,44131.80931805982,2.9614810906067444,6.173242769072232,6.16095,0.012292585203823592
2306,305.40276276870503,306.28787,0.8851095457480938,0.2898171377769841,0.7401295437891098,10.489699249433045,0.9991417305954068,0-1,1478379.6,1434582.1,1475691.6807633627,1432106.9893518381,43797.5,2.9625342,43584.691411524545,2.953509325808394,6.168995628943459,6.156726,0.012269745459572157
2307,292.2652323253489,293.1072,0.8419759266042206,0.2880862427272688,0.8177858912434541,21.888815137964244,0.9988227971469896,0-1,2335683.2,2266798.8,2327241.622435054,2258915.8329643626,68884.5,2.9492228,68325.78947069123,2.935913005852833,6.366841475612765,6.355413,0.01142851556027491
2308,290.04623363122755,290.93228,0.8860478629130739,0.3054850434774542,0.892943833340439,11.695590362510671,0.9986803967351788,0-1,2528472.5,2449477.0,2518406.0400639507,2440090.0197284725,78995.5,3.124238,78316.02033547824,3.1097455727786274,6.40112575227812,6.3890734,0.012052380390913164
2309,293.6122463600179,294.5257,0.9134494407633724,0.3111074051193798,0.7489074520195514,9.50860199985209,0.9990621120036411,0-1,2226549.8,2155727.5,2218983.331214645,2148710.654647971,70822.25,3.180807,70272.67656667391,3.1668861851344996,6.3461540398666685,6.333594,0.012560194499236843
2310,304.4990943564151,303.59076,0.908335079071378,0.2983046898681987,0.8802710058514192,16.48302506504521,0.9988051285488382,0-1,1524618.8,1572709.9,1521692.2174764716,1569525.9544478415,48091.125,3.154305,47833.736971369945,3.1434567662241166,6.182326819472152,6.196649,0.014322255082291235
2311,288.58023751176955,289.4733,0.8930596073710717,0.3094666547755713,0.7617182278978061,19.375347863955938,0.9990552567994292,0-1,2665372.2,2581036.8,2654077.070029984,2570503.0334498812,84335.5,3.164117,83574.03658010298,3.148892604658191,6.423913529908509,6.411794,0.0121193442700811
2312,295.5139217886487,296.3626,0.8486880746325483,0.2871905558613679,0.753548426898087,10.393670429733149,0.9990565751395734,0-1,2081886.9,2020680.5,2075418.1714543172,2014659.662119471,61206.375,2.9399471,60758.50933484617,2.927530951136974,6.317105614907299,6.3054976,0.01160796857551194
2313,314.8706275116351,315.80032,0.9296959746930042,0.2952628455820796,1.0780523613874022,19.31982361811083,0.998317476098768,0-1,1076843.6,1044437.06,1075776.9127955057,1043464.9818868154,32406.562,3.0094028,32311.930908690323,3.003590291292345,6.031722219669656,6.0188828,0.012839468204812299
2314,286.83674498520446,287.7348,0.8980572608892885,0.3130900334737838,0.902066529526942,10.697195129142557,0.9986022281346802,0-1,2838842.0,2747994.8,2825943.1469556373,2735945.804044263,90847.25,3.2001517,89997.34291137429,3.1846834218277746,6.45116342035337,6.439016,0.012147555027442358
2315,290.95754548921764,291.8869,0.9293563662511132,0.3194130486248391,0.8785276861455686,10.53596209624051,0.998703251658182,0-1,2447264.5,2367380.5,2437887.337247616,2358676.03306508,79884.0,3.264216,79211.30418253597,3.2491782114905208,6.387013631576768,6.374268,0.012745576614610066
2316,308.0389095672387,307.0656,0.9732967742699544,0.3159655303407387,0.6830763981407773,9.24265001241713,0.9992514144374623,0-1,1352092.0,1397277.8,1349996.670807401,1394981.131408373,45185.75,3.341914,44984.46060097194,3.332190484148958,6.130332697493704,6.145283,0.01495052470478253
2317,302.688365376644,301.8186,0.8697618610189579,0.2873456533212593,0.83643060660222,11.996441980702969,0.9989186687104477,0-1,1622143.2,1671413.8,1618688.4063350828,1667673.2225383837,49270.5,3.0373704,48984.81620330084,3.0262041793583188,6.209163256144881,6.223084,0.013920716786027576
2318,292.2618458575218,291.27795,0.9838917559592916,0.3366473489115444,1.7653424228197971,12.63597370210124,0.995079740068172,0-1,2335965.2,2419393.8,2327525.839529358,2410261.4356812635,83428.5,3.5714786,82735.5961519056,3.5546585454293096,6.366894511093863,6.3837066,0.01681205857776824
2319,307.0787822760063,308.02652,0.9477374993843456,0.30863008259962,0.9680420120982388,24.39304161879136,0.9984774586457074,0-1,1396656.6,1352654.8,1394359.4065145827,1350557.9995686514,44001.875,3.1505148,43801.40694593126,3.141328321900855,6.144374730826452,6.1311874,0.013187291861608053
2320,288.70233065733254,289.63174,0.9294137274330864,0.3219280306178855,1.0543286193520054,13.086871459014048,0.9980791213084078,0-1,2653668.8,2566379.2,2642481.0125823794,2555979.539930945,87289.5,3.2893896,86501.4726514346,3.2734945772382504,6.422011875388991,6.409321,0.012691044090162862
2321,307.9347829589387,308.873,0.9382028809050666,0.3046758381401073,0.7181299905114293,11.83811141323281,0.9991774268509468,0-1,1356849.4,1314650.0,1354735.9908549208,1312718.0461757472,42199.375,3.1101,42017.94467917364,3.1015596369192022,6.131854668726051,6.1188107,0.013044015039527679
2322,308.61114774465875,309.532,0.9208651947943736,0.2983901267093198,1.263208184726276,20.21636732260345,0.9976261252845016,0-1,1326280.4,1285878.6,1324296.3400549581,1284065.4103562213,40401.75,3.0462449,40230.92969873687,3.037909905955588,6.121985178797019,6.1092005,0.012784701196921766
2323,288.2591752458968,289.1752,0.916026170118812,0.3177786689139745,0.8046443467643059,26.55755892092876,0.9989135336067468,0-1,2696420.0,2608861.2,2684843.5704883966,2598072.091597373,87558.75,3.2472224,86771.47889102343,3.2319007276553893,6.428918987073645,6.416451,0.012468009748205944
2324,299.7789957980695,298.82565,0.9533427218976273,0.3180151829382325,1.474829899259861,24.324920520543657,0.9968017955821016,0-1,1793540.6,1853961.6,1789055.2380882816,1849088.9938326525,60421.0,3.3688114,60033.755744370865,3.355612194988497,6.252623749861158,6.2681007,0.01547698866423275
2325,301.0535029375873,302.02576,0.972253898350175,0.3229505349923588,0.8187697135062264,9.089534600828957,0.9989143816955942,0-1,1716121.8,1659531.4,1712110.5652328203,1655864.0022700508,56590.375,3.2975733,56246.56296276953,3.2852179120289975,6.23353180725703,6.2199855,0.01354632218012597
2326,295.5197710602831,294.49072,1.0290484040331194,0.348216432471181,2.2110580749298623,16.68714192057419,0.993380693620227,1-2,2081454.9,2158396.5,2074991.845812861,2151353.8736249986,76941.625,3.696531,76362.0278121375,3.6801121877287812,6.31701639438525,6.3341312,0.01711484645947614
2327,297.3050981302242,298.25885,0.9537519674320264,0.3207990624547812,0.643706915675053,20.927473072743997,0.9993136820345973,0-1,1955012.9,1890943.5,1949460.2606861242,1885824.0532714496,64069.375,3.2771845,63636.20741467457,3.2642987753070396,6.289914386617805,6.2766786,0.013235824453498246
2328,300.74209897702383,299.7485,0.9935943383519544,0.3303808617854539,0.7262747687853848,23.56781754781205,0.999081968729888,0-1,1734690.6,1795440.0,1730570.4655078677,1790938.1763380459,60749.375,3.5020292,60367.71083017811,3.4883127866429926,6.238189287627939,6.254171,0.015981606994864173
2329,296.16194820452955,295.23453,0.9274206166389264,0.3131464464835466,1.8596933219761804,18.35648631347854,0.99560954810282,0-1,2034967.6,2102473.5,2028842.0951252426,2095860.4859621348,67505.875,3.3172946,67018.39083689218,3.3032827442766104,6.307248247188896,6.3227305,0.015482294040351618
2330,293.77866514874955,292.79153,0.9871307249214284,0.3360117129069302,0.7866079657656638,21.94006956799491,0.9989541111325398,0-1,2213458.0,2292363.0,2205994.6100049503,2284267.997776283,78905.0,3.5647843,78273.38777133264,3.5482130108720886,6.343604446976354,6.3602834,0.016678927810023225
2331,306.28558459332385,305.3136,0.971985960511347,0.3173462968562228,0.6713844698484672,25.32704085819905,0.9991912521783594,0-1,1434694.0,1482871.4,1432220.6761895597,1480160.9945712937,48177.375,3.3580244,47940.31838173396,3.347271770247009,6.156009939108466,6.171104,0.015094015206719824
2332,306.3804306016477,307.3837,1.0032669081179506,0.3274578947969385,0.8191961885441511,15.463173970889244,0.9988995179094414,1-2,1430087.5,1382329.8,1427630.5701165495,1380102.3665215564,47757.75,3.3394985,47528.2035949931,3.3291668439905275,6.154615839010985,6.140612,0.014003713614256341
2333,303.659743150918,302.62372,1.0360248891992114,0.3411795315536147,0.6460534662844981,9.811586368472632,0.9993337664158138,1-2,1568998.2,1625750.4,1565838.2376492466,1622269.5417233137,56752.125,3.617093,56431.30407406716,3.603903820792245,6.194746894296011,6.211054,0.016306953970590676
2334,294.52965850413574,295.46283,0.9331710857080112,0.3168343352745603,0.7245956387061367,12.934281531222553,0.9991037804533484,0-1,2155429.2,2085634.4,2148412.226698952,2079141.4153897,69794.875,3.2380965,69270.8113092517,3.2242793281663045,6.332117615297568,6.319238,0.012879429414999422
2335,300.1679549887523,301.1719,1.0039505288258397,0.3344629272180167,0.6850752940901532,11.23361029577964,0.9992277408697742,1-2,1769513.0,1709115.4,1765181.0021667422,1705154.351849729,60397.625,3.4132342,60026.650317013264,3.400594627028681,6.2467892446880535,6.2327714,0.014017848051090631
2336,291.22296200307755,290.16827,1.054688077296305,0.3621582824520407,0.7458792483968084,19.507916075658443,0.9990682840792456,1-2,2424153.2,2517428.2,2414979.4394467105,2507449.47107853,93275.0,3.8477354,92470.03163181944,3.829019416124098,6.382913437624653,6.400957,0.01804366991929207
2337,289.629460345108,288.65616,0.9733018978423617,0.3360507238050382,0.8944215954123214,11.708024935354558,0.9986579702992734,0-1,2566590.5,2658086.5,2556185.5973243155,2646857.9558346616,91496.0,3.564885,90672.35851034615,3.5471742977214697,6.407592383511217,6.424569,0.016976746432630918
2338,295.3606468556346,296.3664,1.0057471873341228,0.3405149596065547,0.6675843523017341,8.505256652870472,0.9992454885077262,1-2,2093152.1,2020409.9,2086609.2195425387,2014389.6558798822,72742.25,3.4752493,72219.56366265658,3.46109673945032,6.3194411219512565,6.3054395,0.014001649752770184
2339,294.3419640745635,295.37628,1.0343176637177294,0.3514000006657947,0.8172745629694222,20.01393517373475,0.9989279400710528,1-2,2169773.2,2092001.0,2162651.503123584,2085458.1403106074,77772.25,3.5843492,77193.36281297682,3.5693852061455145,6.334986541415848,6.320562,0.014424655582107704
2340,293.5374948641076,294.57202,1.0345266202673995,0.352434233570853,0.7269550626261414,21.955833010043705,0.99907050768937,1-2,2232456.5,2152203.5,2224845.3087846655,2145214.7843880313,80253.0,3.594829,79630.5243966342,3.5791488101315605,6.347299820316188,6.3328834,0.014416462314478906
2341,297.5873969186049,298.60062,1.0132195364731729,0.340477972845841,1.220696506845749,10.217032705811391,0.9975450355983934,1-2,1935804.1,1868546.6,1930382.1882309655,1863576.960214801,67257.5,3.474396,66805.22801616462,3.4607254679129653,6.285643301654204,6.271504,0.014139376330717823
2342,291.83905586601514,290.7655,1.073552936327644,0.3678578705450986,0.97885767544436,14.59942909864654,0.9983627810798544,1-2,2371423.2,2464137.8,2362683.494094767,2454620.6186747663,92714.5,3.9096565,91937.12457999913,3.8912162720814916,6.373405547288484,6.391665,0.018259434553557163
2343,301.9845001870033,301.00208,0.9824249916907776,0.3253229854785304,0.7511072785389299,11.415210671752304,0.9990546497850576,0-1,1661890.9,1719169.4,1658208.7932980591,1715144.582714516,57278.5,3.4465861,56935.78941645683,3.4335717942500836,6.2196392138307335,6.2353187,0.015679446905350503
2344,286.34162129041124,287.39966,1.05803691271376,0.3695016141717958,0.9031165500803658,20.460059401709916,0.998623688810418,1-2,2890330.5,2781519.2,2876931.693673782,2769156.57151369,108811.25,3.7646646,107775.122160092,3.7461828654842133,6.458929550658933,6.444282,0.014647495757809992
2345,307.04840047218937,306.0394,1.0090022788299962,0.328613429439241,0.7347057008485333,18.645082689272783,0.999093417680094,1-2,1398092.6,1446730.1,1395791.1501271394,1444196.8740007961,48637.5,3.4788468,48405.72387365671,3.4679775601992846,6.144820440398309,6.160388,0.015567552460577616
2346,316.0421296720812,314.99707,1.0450593595812163,0.3306709015869336,1.15427469000293,19.28829992615056,0.9980735514853368,1-2,1036185.7,1072371.9,1035236.8970067134,1071318.2571286112,36186.188,3.4922493,36081.36012189777,3.48532400904793,6.015039742343995,6.030346,0.015306174404051909
2347,294.8370951906134,295.91452,1.077425073058464,0.3654306363186437,0.6562937983830129,7.790875433446629,0.9992764731581244,1-2,2132155.0,2052742.8,2125319.5877867485,2046491.9766815235,79412.25,3.7245064,78827.61110522505,3.7089768314474547,6.327424244869301,6.3123345,0.015089707363197924
2348,295.0958227218294,296.12,1.0241723953581072,0.3470643487636008,0.6419574971587741,9.560034457148092,0.9993083799646209,1-2,2112782.8,2037972.8,2106092.30135708,2031826.374615435,74810.0,3.5408278,74265.9267416452,3.5262427337012374,6.323477400606181,6.3091984,0.014279021089579125
2349,305.7792909876486,304.72665,1.0526369349142328,0.344247294025138,1.8795945594889656,26.65677720759689,0.9953025536768474,1-2,1459570.6,1512826.2,1456975.9851034416,1509961.1569090723,53255.625,3.6487184,52985.17180563067,3.6366537504644496,6.1634523934837775,6.1797895,0.016337149668077977
2350,302.15218005192287,303.19498,1.042796754717756,0.3451230285806834,0.7231495835474746,22.15265936864772,0.9990489330419317,1-2,1652326.1,1594184.2,1648694.6260662314,1590884.86908479,58141.875,3.5187893,57809.756981441285,3.506395670092938,6.217140222354132,6.2025385,0.01460173205872195
2351,304.6527453900162,305.7184,1.0656689166244178,0.3497979035968145,1.01629616473653,14.784843990744465,0.9984107469635232,1-2,1516644.8,1462594.5,1513762.5605453888,1459981.5808757069,54050.25,3.5638041,53780.97966968198,3.552801547047471,6.180057759753368,6.1651244,0.014933343402049992
2352,293.2140384146056,294.211,0.996960120550682,0.3400110465178264,0.7130093239934348,22.09283739480888,0.9991052403428556,0-1,2258216.0,2179845.0,2250403.5309899566,2172641.733988371,78371.0,3.470483,77761.79700158536,3.4554601399588902,6.352260400586335,6.3384256,0.013834764294831103
2353,291.9999836639701,293.0411,1.041123513764262,0.3565491684966578,0.7999074212960866,20.123813611679367,0.9989267588004768,1-2,2357860.2,2272126.0,2349240.025534186,2264202.2709184177,85734.25,3.6361039,85037.75461576832,3.619798474888996,6.370927391592233,6.3564324,0.014494953695504798
2354,299.47692494748685,298.46017,1.0167503869399752,0.339508757517215,0.832397591114046,18.53061671765184,0.998873264691332,1-2,1812445.8,1877715.0,1807841.9880217786,1872686.1180872454,65269.25,3.60117,64844.13006546674,3.586825092851289,6.257160468877668,6.2736297,0.01646919649708778
2355,300.966754832158,302.03348,1.066722951045108,0.3544321536908599,0.6755895227090074,10.646012042963264,0.9992475012030568,1-2,1721269.6,1659090.5,1717233.5783576507,1655423.4657738796,62179.125,3.6123986,61810.112583771115,3.599400417203922,6.23482937197655,6.21987,0.014959281491931264
2356,311.76663863545406,312.76776,1.0011225950146925,0.3211128039216844,0.8281979211060351,11.668775577467612,0.9989552734099222,1-2,1193367.2,1154328.1,1191915.1229554939,1153012.9081726286,39039.125,3.271342,38902.21478286525,3.2638410263981408,6.0762453301152,6.06233,0.013915560980678698
2357,308.2256347480948,309.2796,1.053967302686431,0.3419466727833368,0.7298166098568655,14.043757924108718,0.99916047138067,1-2,1343609.2,1296815.9,1341551.870392892,1294958.0304954236,46793.375,3.4826624,46593.83989746845,3.473129956862779,6.127607469098829,6.112879,0.0147286696603528
2358,295.1275922740974,294.0716,1.0559980358161738,0.357810676961517,0.8921101584091125,9.615354031098434,0.9986332464388926,1-2,2110415.8,2190620.2,2103740.404901714,2183335.402161561,80204.5,3.8004122,79594.99725984689,3.7834990036979175,6.322992148184003,6.340567,0.017574963784991127
2359,294.1847767269371,293.13196,1.052818719124616,0.3578766824164544,0.8461658908069694,23.08673272738029,0.9987441572260896,1-2,2181868.5,2264803.5,2174645.4645032147,2256940.5241589495,82935.0,3.8011,82295.0596557348,3.784297762510665,6.3373884634238,6.3550305,0.01764207322781175
2360,301.9104569783289,302.9724,1.0619551310460906,0.351745064306374,0.7211493231936584,12.3441595147564,0.9991445905086094,1-2,1666133.2,1606402.8,1662422.3117211165,1603035.1498662878,59730.5,3.5849771,59387.16185482871,3.5723270456677643,6.220741359010225,6.2058544,0.014886943116670714
2361,311.8998466387881,310.8807,1.0191398516787444,0.326752277265148,0.8660652794309517,16.820669636490464,0.998827375072942,1-2,1188089.4,1229133.6,1186653.5539971902,1227545.2884401842,41044.25,3.454643,40891.734442994,3.445970755765404,6.074323944271645,6.0895996,0.01527566510335543
2362,310.2822386820825,311.3626,1.0803711811987569,0.348189824138053,0.7601103790722196,11.934028374304477,0.9991029935613532,1-2,1253964.4,1209533.0,1252279.281071993,1208019.5740614966,44431.375,3.5432725,44259.70701049641,3.534331972066855,6.097701195250207,6.082618,0.015082958708458882
2363,303.07850127299326,304.1412,1.0627035609911104,0.350636404933881,0.8056016637040294,25.01242709227968,0.998874696634126,1-2,1600564.8,1543371.1,1597230.0157151278,1540343.9642901742,57193.625,3.5733402,56886.05142495362,3.5615441023053918,6.203367463015516,6.188471,0.014896622561414219
2364,296.1606944282963,297.2283,1.067607573656801,0.3604825332131574,0.791927891115572,10.925779468235165,0.9989256040665834,1-2,2035059.2,1960274.6,2028934.4656808914,1954682.749793961,74784.625,3.674813,74251.71588693047,3.6596409170866098,6.307268019604659,6.292317,0.014951105999922554
2365,301.76949809040053,300.70926,1.060239057197407,0.3513406967591512,0.6872228989519408,14.89496331184492,0.9992461583159205,1-2,1674246.0,1736663.1,1670486.9717719937,1732531.5634585656,62417.125,3.7280738,62044.59168657195,3.714161962050936,6.222843092898666,6.2397156,0.016872483273209227
2366,305.70094138027736,304.63678,1.0641615951211063,0.3481054360893643,0.7646049785896746,9.294316142097728,0.999072345585826,1-2,1463463.5,1517474.2,1460848.4430133342,1514579.684691513,54010.75,3.6906111,53731.241678178776,3.6780846045429456,6.164605162014255,6.181122,0.016516664157619765
