sample_id,true_max_mpa,pred_max_mpa,max_stress_error_mpa,max_stress_relative_error_%,field_mae_mpa,field_max_error_mpa,r2,error_bin
2099,303.978696128743,303.6929,0.2857945174148995,0.09401794305146237,0.7865394264747856,19.89519015541427,0.9990246741342186,0-1
2100,305.8708774428892,306.1335,0.26263696140767934,0.08586530486437621,0.731740231741346,11.718558792767567,0.9991315866139454,0-1
2101,294.1491837763384,294.43362,0.2844404912397067,0.09669939844401748,0.7678678324112981,19.90896028009368,0.9989483042830147,0-1
2102,292.02264176012886,292.29926,0.2766136109648869,0.09472334381253247,0.9734488213685774,9.59826513153584,0.9983677733053363,0-1
2103,300.8776225278404,300.61063,0.2669963071372763,0.08873917072798292,0.7202235286784695,24.291791304743214,0.9990796258862201,0-1
2104,302.75442957950696,303.0696,0.31518101619616345,0.10410451025734475,0.6677240715123699,12.250650861209635,0.9992720951944299,0-1
2105,298.0853421280689,297.7729,0.31245394447512354,0.10482029818859102,0.6848938255715323,11.868692078326433,0.9992118760559245,0-1
2106,293.8019426788057,294.18475,0.3828107391630624,0.13029550985017285,0.7123869835259531,10.90728117344915,0.9991538546709184,0-1
2107,291.5282171204872,291.22104,0.307178302127852,0.10536829167411149,0.8641646387528306,20.075817920829607,0.9987134121987035,0-1
2108,292.17611856809907,292.519,0.34289388307280433,0.11735862765008434,0.7845395338305647,21.45133334473182,0.9989675037087319,0-1
2109,289.30242960345623,289.0123,0.2901310194718576,0.10028640957821788,0.9903954431152882,21.836715923975717,0.9983038366818736,0-1
2110,310.29904402614494,310.6134,0.31435929416755926,0.10130849585894058,1.0411944955881822,11.804030867174323,0.9984239223604752,0-1
2111,303.02053471854924,302.7189,0.3016321306586178,0.09954181189033245,1.014817067272071,28.58871353512626,0.9983083968447173,0-1
2112,299.0598153655022,298.72943,0.3303842131584247,0.11047429182507813,0.7901156475568775,10.599377954264583,0.9989500263815682,0-1
2113,294.51080832374447,294.12564,0.38516745460384527,0.13078211179959326,0.6872514545449959,10.93009690004206,0.9992084771760563,0-1
2114,301.1680810796179,301.5118,0.34372922311649745,0.11413202285059816,0.7977040846720369,12.377284738972946,0.99898749466758,0-1
2115,287.5893836457109,287.31708,0.27230600899213186,0.09468569581399881,1.0046581967411283,14.823784314858642,0.9983024873631764,0-1
2116,305.42258449665496,305.74246,0.319877661548162,0.10473281210534231,0.9837483337953257,21.298943352068363,0.9984623410629736,0-1
2117,297.51896850613576,297.22467,0.2942980959795136,0.09891742279734488,0.7914505744748217,20.11413669458898,0.9989887493680275,0-1
2118,284.2938501470917,284.62662,0.332767284548936,0.1170504688640871,0.918558997673435,19.541336866501027,0.998568072577036,0-1
2119,303.1174376446222,303.4964,0.37896128115903593,0.1250212736369637,0.7052537484311464,13.091652663203789,0.9992161036947882,0-1
2120,314.016490570331,314.36697,0.3504833066221522,0.11161302579542512,0.9659569478812201,10.853281920306955,0.9986082806267012,0-1
2121,295.7892452404403,296.14633,0.35708654666905204,0.12072330296484735,0.8156674596801939,19.2479728045181,0.9989024356940697,0-1
2122,307.6585627137413,307.97455,0.31598562610247427,0.10270659243652544,0.8252517600079187,8.886427454688516,0.9989771580968927,0-1
2123,304.44691467216006,304.0608,0.3861236565350623,0.12682790921065987,3.3379291401252,15.694894173166347,0.9861748341634414,0-1
2124,287.62939162310767,287.2028,0.42660231646704005,0.1483166633492151,1.0696008798894394,16.018402002722183,0.9980273497265428,0-1
2125,311.2105437813845,310.84802,0.36252132044700147,0.11648748016123167,0.8455553954660291,9.57159513432154,0.9989339897839971,0-1
2126,295.8897084294771,295.48746,0.40225115408645706,0.1359463146662062,0.7082192882256977,14.399433456506529,0.9991404553912747,0-1
2127,302.1905980239524,302.60223,0.4116358627663317,0.13621729645397648,0.8664259537302988,11.781779222151911,0.9987332131338434,0-1
2128,297.12814073022247,297.538,0.4098536545431557,0.13793834994420215,0.7739425186036616,19.72455833374255,0.9989442495410487,0-1
2129,297.4852106630393,297.05396,0.43125558491431093,0.1449670670865023,0.8801162382574823,13.075656904582019,0.9987058859394001,0-1
2130,300.55711343899446,300.9468,0.3896944223336618,0.12965736124983113,0.6765339605486715,8.31039738310912,0.9992463915371194,0-1
2131,315.72305225967733,316.13553,0.4124763047757938,0.13064497565940747,0.9507922856067106,13.102270592072117,0.9986725408551468,0-1
2132,292.10373036986266,292.51584,0.41210825318421485,0.14108284500934037,0.8645638944047661,10.97651048749023,0.9987508835496609,0-1
2133,297.8199308917771,297.46368,0.3562468097458691,0.11961818964873891,2.938166204334872,15.772482997511588,0.988721764597998,0-1
2134,297.12580388785886,296.7664,0.35941594840574,0.1209642325583377,0.7397678400901623,26.928015446583146,0.9990640593096968,0-1
2135,298.62636533829254,298.9834,0.35703309920745596,0.11955846524234343,1.971463837922784,24.65132554136163,0.9946330404047959,0-1
2136,304.0923135903605,304.49142,0.39911097018637065,0.13124664858316962,1.092395150674858,24.55750425357172,0.99803571148146,0-1
2137,314.9797495729202,314.57178,0.40797222917018416,0.12952332006211578,0.8958506153643088,13.436549150480658,0.9988141622737753,0-1
2138,301.01479294086334,301.34134,0.3265461704647805,0.10848176837904874,0.7438531490981278,10.9503093445675,0.9991186367204444,0-1
2139,295.279005023043,295.70813,0.42912485976950165,0.14532860530873626,0.6500826580653535,9.988489366785316,0.9992826009172406,0-1
2140,310.54551807392767,310.10577,0.43974414814641705,0.14160376580985873,0.8534830389603898,29.078325043160135,0.9988315549089811,0-1
2141,295.51440015170147,295.04987,0.4645344290452158,0.1571951921147492,0.7370203070123691,16.103415414062766,0.9990338931120796,0-1
2142,291.9148056907005,291.46466,0.4501450461692684,0.15420425322524453,0.6818686011350746,21.021912336488214,0.9991705732767011,0-1
2143,299.1342754556989,299.56625,0.4319782064104629,0.14440946486402823,0.6799510638266253,15.032851939132541,0.999236236708923,0-1
2144,295.69525917330463,295.29593,0.3993302182265097,0.1350478933422688,0.7136604366549637,19.550073035842786,0.9991261575321216,0-1
2145,299.14305720794704,298.74765,0.395407061462663,0.13217992259395772,0.7228997922292248,22.546716702917294,0.9991238683557118,0-1
2146,297.5502583186882,297.96323,0.4129679996711957,0.13878932655097564,0.6586032368155363,8.3581867977164,0.9992697796736189,0-1
2147,306.240329260198,305.8552,0.3851351684011206,0.12576239365060551,0.6850841934117453,14.413682435712474,0.9992526141156702,0-1
2148,303.68924126332405,304.08224,0.39300360972282533,0.12940979011569864,0.6580982168557883,11.348957737936857,0.9992955848814881,0-1
2149,309.65695853200464,310.13635,0.47939400705786284,0.15481454359383143,0.9351978286614941,12.063591444131248,0.9986255522948078,0-1
2150,300.987385417026,301.45648,0.4690965165677312,0.15585255040432525,0.752956845293347,11.489306062519688,0.9990650798911617,0-1
2151,294.3615224648799,294.79526,0.43373510347947786,0.14734775790243665,0.8872164846569697,16.507782981524883,0.9986738883032857,0-1
2152,292.22819898795956,291.77106,0.4571418590533085,0.15643317812465585,0.8698000355137268,13.950608809628704,0.9987876545697912,0-1
2153,295.1881811892636,294.7587,0.4294836794979915,0.1454948764437905,0.7442394838456681,11.773141004530657,0.999054252887561,0-1
2154,283.13331620488725,283.5878,0.45448286737837407,0.16051903515638938,1.0589642778396418,26.04451105303052,0.9979509280787818,0-1
2155,308.41091272788884,307.9517,0.45922205406071726,0.14889941798716091,0.7357070927471602,12.570441208856494,0.9991486578953078,0-1
2156,306.0538625914004,306.48672,0.43286226211523626,0.14143336027525732,0.8089070864289746,13.182154342845877,0.9989811497286964,0-1
2157,302.4124489125554,302.8672,0.45473858744458084,0.15037032671101166,0.77011195399789,21.316430751163182,0.9990583064902803,0-1
2158,294.813751312798,295.27795,0.46420278876450993,0.15745628780795567,0.7052334471685556,10.424635371397926,0.9991863450048079,0-1
2159,291.9548122896417,291.496,0.4588100923760976,0.15715106347379626,0.7893418128992681,18.457619479796477,0.9989308921193847,0-1
2160,301.59339446550854,302.07074,0.47734528058521164,0.15827444809631028,0.7482265403828279,18.47259216403296,0.9990915542455896,0-1
2161,312.828862424309,312.35498,0.47388195555902257,0.1514828113642108,0.8361148992515172,21.473115157650795,0.998915536263123,0-1
2162,281.81160574240283,282.25735,0.4457489939252923,0.15817268871912277,1.134216795954516,19.052743756886684,0.9978085037347777,0-1
2163,282.87421462699325,282.42508,0.4491352812901255,0.15877561759468575,0.9362915861884907,25.844594916169797,0.9984387397819292,0-1
2164,293.27038630069006,293.71652,0.4461359161068117,0.15212443429231504,0.9018088343791326,19.74111119537733,0.9986370239066956,0-1
2165,293.9712356413994,294.4497,0.478471389850597,0.16276129492963726,0.7028671262709005,21.385561587881952,0.9991331417002213,0-1
2166,300.3003065052343,299.84763,0.45268077281241403,0.1507426942318235,0.7058291546641269,11.27219893201169,0.9992029329387899,0-1
2167,307.4356339996266,307.0034,0.4322465484547138,0.14059741313371593,0.7596018092689227,8.94933713005993,0.9990861529827472,0-1
2168,293.5061438659515,294.0174,0.5112511535797353,0.17418754743792725,0.7674684704228052,19.99206542258969,0.9989797843492959,0-1
2169,295.03024652207773,295.49594,0.46569464003164285,0.1578464057571785,0.7179701049857767,21.14568575859849,0.99915969714575,0-1
2170,316.74016046835226,317.2718,0.5316290824289922,0.16784391396496467,1.4441933020567106,26.209943967205163,0.9967464725002312,0-1
2171,309.36961191125687,309.8893,0.5197008328837569,0.16798703326842387,0.841310525844192,10.692787083019226,0.998911633592184,0-1
2172,312.0324009955772,312.48062,0.4482203423134479,0.14364544864038048,0.9134187423980097,22.282868932064105,0.9987150620917183,0-1
2173,305.79886818246854,305.3336,0.46528053598416363,0.15215247157374476,0.7539986829804142,18.595947670682307,0.9991087754989467,0-1
2174,292.3815320954228,292.91068,0.5291429534053123,0.18097687279120592,0.7926586536093762,10.828916851457251,0.9989297064387566,0-1
2175,292.8743241743485,293.33868,0.4643599076827627,0.15855261774546295,0.7069213082821826,9.576502753811894,0.999173570493938,0-1
2176,312.00776029346395,312.4887,0.4809482026298042,0.15414623090702634,0.8614347678344767,10.70406325651021,0.9988528448312852,0-1
2177,304.88536395097947,304.4159,0.4694703962919675,0.1539825953624493,0.7012223147519164,10.10501297992343,0.9992118184401432,0-1
2178,287.3169405597745,287.7733,0.4563443523348951,0.15882960170945978,0.8937412136933149,10.549596778496038,0.9986737321392762,0-1
2179,307.3300133540609,306.82718,0.5028343989827704,0.1636138278507403,0.772249364613951,12.198526873355917,0.9990630427669818,0-1
2180,313.5622452929569,313.00226,0.5599869921756522,0.17858878120115002,0.8568971743324564,27.663078195727067,0.998827412496822,0-1
2181,304.11938096026677,304.65997,0.540592184264483,0.17775657130352748,2.4836499003722703,14.50170065325537,0.9915154186623474,0-1
2182,303.95590750597717,304.4669,0.5109809217572092,0.16811021241531915,0.9069189756765147,23.67273215892122,0.9985738848292649,0-1
2183,304.2219057415174,304.7743,0.5523862506701107,0.18157346339794694,0.8035941000368961,13.83542695561465,0.9990030300687686,0-1
2184,299.3229547227121,298.83203,0.49092347271209746,0.16401130116027385,0.7070397335648969,20.163473876407068,0.9991785055645104,0-1
2185,296.84633851176847,296.30258,0.5437567246590902,0.18317784459973488,0.661241043207279,12.200775937187146,0.9992601889711434,0-1
2186,297.65290252585226,297.0947,0.5582064809303802,0.1875360449011237,0.7294771104230335,12.39018375194945,0.9991389815339355,0-1
2187,300.0459903610115,299.47284,0.5731510055427407,0.19102105142386097,0.6696154409713487,14.766007276531582,0.9992702181791897,0-1
2188,310.8480838966237,310.35953,0.48855630873305245,0.15716883392323813,0.716492811351999,10.226966250485205,0.999203463595917,0-1
2189,318.15057100687574,318.6631,0.5125149306242633,0.16109194115297912,1.2595586001831125,16.727742112982284,0.9977704554522409,0-1
2190,296.4695782651838,297.07452,0.6049456605974228,0.20404982667608335,0.7858523770925707,9.944928103031373,0.9989589445343618,0-1
2191,308.8748547102486,309.43106,0.5562060807670264,0.18007489838847385,0.6822282295786418,9.101432900764706,0.9992712280979243,0-1
2192,308.3121776836845,308.86273,0.5505542499092257,0.1785703873409994,0.7727483388421409,25.177616892559314,0.9990085890715923,0-1
2193,315.8516307878276,315.32544,0.5261913347026166,0.1665944650626433,0.9332381345236063,25.32851694815153,0.9986256258178481,0-1
2194,299.76559112050944,300.32224,0.5566439869124338,0.18569308933414447,0.6463001710781837,24.847997723616388,0.9992410787981175,0-1
2195,300.2363922917057,299.6469,0.5894806706119766,0.1963388469040905,0.6454070743071981,11.621416209855056,0.9993099844886726,0-1
2196,297.586453298641,298.16345,0.576998849796496,0.19389284807848844,0.837688423616519,9.288676876082093,0.9988943187663261,0-1
2197,285.6616074201055,286.22653,0.5649245623163779,0.1977600586296418,0.857514657003392,21.188954252516154,0.9986877863443273,0-1
2198,280.92559373054064,281.45245,0.5268598827406095,0.18754428022886555,1.2728949110888768,14.99253299564748,0.9971094480130097,0-1
2199,302.6650940465808,303.2134,0.5483153772473202,0.18116240955190335,0.7757168556291567,28.68403265352032,0.9990295402108389,0-1
2200,300.01282764504214,299.5016,0.5112407309796367,0.17040629062184878,0.7039532432969265,11.833885893330034,0.9991428913560313,0-1
2201,303.9523839981038,304.51834,0.5659570663493128,0.18619925229895332,1.5124770605206022,24.224848622401908,0.9966611662418012,0-1
2202,297.2301220915903,297.81796,0.5878405548940577,0.19777287401339388,0.772733362726048,10.954393164270584,0.9990615991593047,0-1
2203,299.1103098478367,299.68628,0.5759694490383254,0.1925608814123901,0.7766434014280603,24.055010541086077,0.9989475031964928,0-1
2204,291.5858861605961,292.14877,0.5628870327632853,0.19304330541337153,0.674697107384067,18.98124775179636,0.9992283469411357,0-1
2205,303.66056839178503,303.09116,0.5694123859256592,0.18751607722442226,0.7515594856654935,10.269198147760818,0.9990936276655246,0-1
2206,309.31222313585613,308.72897,0.5832497471842544,0.18856343317802846,0.8727340842277699,22.107403607145528,0.9988422310502952,0-1
2207,287.9414290184076,287.37228,0.5691450828607003,0.1976600188451228,0.8816728280703308,26.073323967235524,0.9986249780929775,0-1
2208,307.88094054342946,307.3301,0.5508319008513354,0.17891068537048185,0.7931424741259234,11.920112888289509,0.9989849137052274,0-1
2209,302.6569595183464,303.28607,0.6291122589973384,0.20786313983941376,1.044240398522316,12.948598771094964,0.9983212927230165,0-1
2210,309.1747138824522,308.61542,0.5592964019834312,0.18089978800662043,0.8332234286593067,20.554986718663912,0.9989115264015569,0-1
2211,295.00058809874685,294.3715,0.6290976202312208,0.21325300545524342,0.6645402863664167,12.991257224730731,0.9992701240473043,0-1
2212,301.61309156870266,302.1865,0.5734013512192178,0.19011155922872336,0.9657874522199226,23.644261071708428,0.9985202108183043,0-1
2213,307.1123693533246,306.50024,0.6121252126995955,0.19931636553373785,0.7097179208206823,10.739279986160199,0.9991527602550875,0-1
2214,292.8961506239722,292.2837,0.6124592177221757,0.2091045636541899,0.7992055557059254,26.740777717917624,0.9989124407809046,0-1
2215,313.21210446881037,312.662,0.5501171641228666,0.17563726186631054,0.9922429183788162,11.757055749067405,0.9985702735426776,0-1
2216,282.821918521676,283.48212,0.6601981775427248,0.23343246555769542,1.214954481140081,14.729582376419728,0.9974156997373602,0-1
2217,291.18947118199793,291.73074,0.5412722262051943,0.1858831722204993,0.7960398188794845,11.188945849757005,0.998964603746135,0-1
