power_factor,samples,epsilon_rel_MAE_mean_pct,sigma_rel_MAE_mean_pct,epsilon_rel_MAE_std_pct,sigma_rel_MAE_std_pct
0.8,5,3.791406750679016,3.789747580885887,0.48889717425357404,0.47855890432888887
0.85,5,2.6065921783447266,2.6066041737794876,0.36552799415665593,0.3561958684006501
0.9,5,1.5852396748960018,1.5894459933042526,0.2348985086858146,0.2286868807568643
0.95,5,0.8077142015099525,0.8166256360709667,0.26219216131118467,0.2634716166548042
1.0,5,0.48582660034298897,0.48863309901207685,0.14206919533605758,0.1452092778984064
1.05,5,1.0030814725905657,1.0031240247189999,0.27242181408815974,0.28138240376065454
1.1,5,1.8030173145234585,1.805306039750576,0.32755408004193026,0.3376664482431331
1.15,5,2.6420339569449425,2.6463670656085014,0.34701833784055425,0.35625823672983403
1.2,5,3.5227765887975693,3.5288959741592407,0.2949993895182422,0.30367144097480436
